1529837717,160,6,97,0,0,254,252,0,0,0,0,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837718,160,6,97,0,0,254,252,0,0,0,0,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837719,160,6,97,0,0,254,252,0,0,0,0,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837720,160,6,97,0,0,254,252,0,0,0,0,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837721,160,6,97,0,0,254,252,0,0,0,0,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837723,160,6,97,0,0,254,252,0,0,0,0,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837724,160,6,97,0,0,254,252,0,0,0,0,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837725,160,6,97,0,0,254,252,0,0,0,0,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837726,160,6,97,0,0,254,252,0,0,0,0,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837727,160,6,97,0,0,254,252,0,0,0,0,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837728,160,6,97,0,0,254,252,0,0,0,0,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837729,160,6,97,0,0,254,252,0,0,0,0,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837730,160,6,97,0,0,254,252,7,227,0,0,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837731,160,6,97,0,0,254,252,8,115,0,0,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837732,160,6,97,0,0,254,252,8,115,0,0,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837733,160,6,97,0,0,254,252,8,115,0,0,3,100,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837734,160,6,97,0,0,254,252,10,181,1,176,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837735,160,6,97,0,0,254,252,12,246,3,241,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837736,160,6,97,0,0,254,252,12,246,3,241,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837738,160,6,97,0,0,254,252,12,246,3,241,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837739,160,6,97,0,0,254,252,12,246,3,241,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837740,160,6,97,0,0,254,252,16,231,8,115,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837741,160,6,97,0,0,254,252,19,41,10,181,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837742,160,6,97,0,0,254,252,19,185,10,181,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837743,160,6,97,0,0,254,252,19,185,10,181,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837744,160,6,97,0,0,254,252,21,106,12,246,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837745,160,6,97,0,0,254,252,27,12,18,152,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837746,160,6,97,0,0,254,252,28,189,19,185,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837747,160,6,97,0,0,254,252,29,77,20,217,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837748,160,6,97,0,0,254,252,29,77,20,217,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837749,160,6,97,0,0,254,252,31,142,23,26,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837750,160,6,97,0,0,254,252,38,226,29,222,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837751,160,6,97,0,0,254,252,41,179,33,63,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837752,160,6,97,0,0,254,252,41,179,33,63,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837753,160,6,97,0,0,254,252,42,67,33,63,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837754,160,6,97,0,0,254,252,47,230,38,226,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837756,160,6,97,0,0,254,252,50,39,41,35,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837757,160,6,97,0,0,254,252,51,216,42,67,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837758,160,6,97,0,0,254,252,51,216,42,67,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837759,160,6,97,0,0,254,252,54,25,45,165,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837760,160,6,97,0,0,254,252,58,155,50,39,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837761,160,6,97,0,0,254,252,62,141,53,137,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837762,160,6,97,0,0,254,252,63,29,54,169,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837763,160,6,97,0,0,254,252,63,29,54,169,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837764,160,6,97,0,0,254,252,67,15,58,11,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837765,160,6,97,0,0,254,252,74,99,64,206,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837766,160,6,97,0,0,254,252,81,182,72,178,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837767,160,6,97,0,0,254,252,83,247,74,243,3,100,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837768,160,6,97,0,0,254,252,83,247,74,243,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837769,160,6,97,0,0,254,252,85,24,76,19,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837771,160,6,97,0,0,254,252,91,75,82,215,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837772,160,6,97,0,0,254,252,92,251,83,247,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837773,160,6,97,0,0,254,252,93,140,85,24,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837774,160,6,97,0,0,254,252,93,140,85,24,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837775,160,6,97,0,0,254,252,94,28,85,24,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837776,160,6,97,0,0,254,252,95,205,86,56,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837777,160,6,97,0,0,254,252,98,14,89,154,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837778,160,6,97,0,0,254,252,99,46,90,186,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837779,160,6,97,0,0,254,252,102,0,92,251,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837780,160,6,97,0,0,254,252,102,0,92,251,3,100,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837781,160,6,97,0,0,254,252,102,0,92,251,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837782,160,6,97,0,0,254,252,102,0,92,251,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837783,160,6,97,0,0,254,252,105,241,97,125,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837784,160,6,97,0,0,254,252,107,162,98,158,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837785,160,6,97,0,0,254,252,107,162,98,158,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837787,160,6,97,0,0,254,252,107,162,98,158,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837788,160,6,97,0,0,254,252,107,162,98,158,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837789,160,6,97,0,0,254,252,112,181,104,65,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837790,160,6,97,0,0,254,252,114,246,105,97,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837791,160,6,97,0,0,254,252,116,166,107,162,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837792,160,6,97,0,0,254,252,118,87,108,195,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837793,160,6,97,0,0,254,252,122,73,113,69,3,86,3,86,0,103,3,158,0,103,3,158,0,165,3,97,0
1529837794,160,6,97,0,0,254,252,124,138,115,134,3,86,3,72,0,103,3,158,0,103,3,158,0,165,3,97,0
