1529838027,160,0,27,0,0,0,9,31,92
1529838028,160,0,27,0,0,0,9,29,56
1529838029,160,0,27,0,0,0,9,30,117
1529838032,160,0,66,0,0,0,9,30,236
1529838033,160,0,180,0,0,0,9,27,166
1529838034,160,1,55,0,144,0,9,33,183
1529838035,160,1,219,0,200,0,9,30,116
1529838036,160,2,67,0,0,0,9,27,147
1529838037,160,2,165,0,0,0,9,31,113
1529838038,160,2,246,0,0,0,9,31,135
1529838039,160,3,6,0,0,0,9,28,147
1529838040,160,3,43,0,0,0,9,31,131
1529838041,160,3,55,0,0,0,9,31,246
1529838042,160,2,246,0,0,0,9,30,133
1529838043,160,3,236,0,0,0,9,32,137
1529838044,160,4,62,0,12,0,9,29,34
1529838045,160,4,222,0,0,0,9,31,229
1529838046,160,5,110,0,80,0,9,32,58
1529838047,160,5,158,0,96,0,9,31,36
1529838048,160,5,222,0,0,0,9,31,233
1529838049,160,6,113,0,45,0,9,30,196
1529838050,160,6,178,0,220,0,9,31,135
1529838051,160,7,206,0,140,0,9,31,114
1529838052,160,8,4,0,0,0,9,30,113
1529838053,160,8,30,0,10,0,9,31,152
1529838054,160,8,37,0,0,0,9,29,146
1529838055,160,8,190,0,136,0,9,30,240
1529838056,160,9,110,1,3,0,9,27,154
1529838057,160,10,158,0,0,0,9,27,141
1529838058,160,10,218,0,204,0,9,34,198
1529838059,160,10,238,0,0,0,9,27,151
1529838060,160,11,94,0,0,0,9,30,112
1529838061,160,11,241,0,162,0,9,31,72
1529838062,160,12,81,0,10,0,9,27,167
1529838063,160,12,128,0,30,0,9,31,53
1529838064,160,12,191,0,0,0,9,29,188
1529838065,160,13,14,0,96,0,9,27,157
1529838066,160,13,142,0,128,0,9,31,120
1529838067,160,13,175,0,0,0,9,27,156
1529838068,160,13,126,0,0,0,9,30,110
1529838069,160,14,174,2,177,0,9,30,113
1529838070,160,15,195,2,163,0,9,27,153
1529838071,160,16,52,0,0,0,9,30,245
1529838072,160,16,52,0,0,0,9,30,120
1529838073,160,16,52,0,0,0,9,27,164
1529838074,160,16,62,0,0,0,9,32,82
1529838075,160,16,110,0,70,0,9,27,154
1529838076,160,16,254,0,135,0,9,30,111
1529838077,160,17,190,0,0,0,9,30,134
1529838078,160,18,115,0,105,0,9,27,145
1529838079,160,18,238,255,240,0,9,30,107
1529838080,160,20,97,0,10,0,9,30,110
1529838081,160,20,206,0,105,0,9,27,163
1529838082,160,21,162,0,54,0,9,30,116
1529838083,160,22,86,1,16,0,9,27,144
1529838084,160,23,75,0,165,0,9,30,117
1529838085,160,23,10,0,0,0,9,30,120
1529838086,160,23,31,0,0,0,9,27,145
1529838087,160,23,229,0,0,0,9,30,116
1529838088,160,24,253,0,240,0,9,30,120
1529838089,160,25,211,0,162,0,9,27,145
1529838090,160,25,251,0,0,0,9,30,110
1529838091,160,26,44,0,0,0,9,32,90
1529838092,160,26,77,0,0,0,9,29,42
1529838093,160,26,158,0,0,0,9,30,114
1529838094,160,27,54,0,0,0,9,31,17
1529838095,160,27,155,0,84,0,9,30,116
1529838096,160,27,168,0,156,0,9,31,27
1529838097,160,28,140,0,0,0,9,27,151
1529838098,160,29,110,0,0,0,9,35,107
1529838099,160,29,63,250,66,0,9,35,99
1529838100,160,29,127,0,127,0,9,29,130
1529838101,160,31,7,1,203,0,9,29,140
1529838102,160,32,99,0,0,0,9,28,239
1529838103,160,32,124,0,9,0,9,31,112
1529838104,160,32,213,0,0,0,9,28,26
1529838105,160,33,128,0,91,0,9,27,155
1529838106,160,33,170,0,0,0,9,31,109
1529838107,160,33,242,0,182,0,9,27,181
1529838108,160,34,61,0,20,0,9,29,9
1529838109,160,35,71,5,220,0,9,29,32
1529838110,160,37,46,1,16,0,9,27,161
1529838111,160,38,30,0,0,0,9,32,84
1529838112,160,38,210,0,88,0,9,27,207
1529838113,160,39,110,0,132,0,9,31,176
1529838114,160,39,110,0,0,0,9,30,109
1529838115,160,38,254,0,252,0,9,31,20
1529838116,160,39,206,1,74,0,9,30,120
1529838117,160,41,135,1,230,0,9,29,115
1529838118,160,42,153,0,231,0,9,29,84
1529838119,160,43,78,4,128,0,9,31,141
1529838120,160,43,206,0,0,0,9,27,152
1529838121,160,43,241,0,24,0,9,27,160
1529838122,160,44,96,0,0,0,9,32,110
1529838123,160,44,143,3,42,0,9,29,143
1529838124,160,46,112,0,30,0,9,29,22
1529838125,160,46,128,0,0,0,9,30,116
1529838126,160,46,128,0,0,0,9,27,164
1529838127,160,46,142,0,0,0,9,30,129
1529838128,160,46,142,0,0,0,9,27,157
1529838129,160,46,145,0,0,0,9,27,166
1529838130,160,46,128,255,228,0,9,30,114
1529838131,160,46,128,0,0,0,9,27,142
