b829f102210241,1583342642,97,2,251,102,246,129,251,192,7,100,0,0
b829f1032201f5b5,1583342642,98,1,245,1,107,0,0,0,128,225,0,0
b829f102210645,1583342642,97,6,255,0,197,220,255,165,255,101,254,7,0,4,18
b829f102210645,1583342643,97,6,255,0,197,220,255,186,255,101,254,70,255,252,18
b829f102210241,1583342643,97,2,251,102,246,129,251,192,7,100,0,0
b829f1032201f5b5,1583342643,98,1,245,1,107,0,0,0,128,113,190,64
b829f102210645,1583342644,97,6,255,0,197,220,255,186,255,101,254,70,0,12,18
b829f102210241,1583342644,97,2,251,102,246,129,251,192,7,100,0,0
b829f1032201f5b5,1583342644,98,1,245,1,107,0,0,0,128,17,0,0
b829f1032201f5b5,1583342645,98,1,245,1,107,0,0,0,128,209,0,0
b829f102210645,1583342645,97,6,255,0,197,220,255,186,255,101,254,7,255,248,18
b829f102210241,1583342645,97,2,251,102,246,129,251,192,7,100,0,0
b829f102210241,1583342646,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342646,98,1,245,1,107,0,0,0,128,113,190,64
b829f102210645,1583342646,97,6,255,0,197,220,255,186,255,101,254,70,0,12,18
b829f102210241,1583342647,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342647,98,1,245,1,107,0,0,0,128,1,0,0
b829f102210645,1583342647,97,6,255,0,197,220,15,254,15,254,254,70,255,248,17
b829f102210645,1583342648,97,6,255,0,197,220,26,116,26,95,254,7,0,4,17
b829f102210241,1583342648,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342648,98,1,245,1,107,0,0,0,128,161,0,0
b829f1032201f5b5,1583342649,98,1,245,1,107,0,0,0,128,97,0,0
b829f102210645,1583342649,97,6,255,0,197,220,34,172,34,150,254,7,255,248,18
b829f102210241,1583342649,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342650,98,1,245,1,107,0,0,0,128,1,0,0
b829f102210645,1583342650,97,6,255,0,198,220,35,149,35,128,254,70,0,4,17
b829f102210241,1583342650,97,2,251,102,246,128,251,192,7,100,0,0
b829f102210241,1583342651,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342651,98,1,245,1,107,0,0,0,128,161,0,0
b829f102210645,1583342651,97,6,255,0,196,220,35,107,35,107,254,7,0,0,17
b829f102210645,1583342652,97,6,255,0,197,220,35,86,35,64,254,70,0,8,18
b829f102210241,1583342652,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342652,98,1,245,1,107,0,0,0,128,65,0,0
b829f102210645,1583342653,97,6,20,0,198,220,35,22,35,22,254,70,0,4,18
b829f102210241,1583342653,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342653,98,1,245,1,107,0,0,0,128,225,0,0
b829f1032201f5b5,1583342654,98,1,245,1,107,0,0,0,128,161,0,0
b829f102210645,1583342654,97,6,255,0,198,220,34,235,34,235,254,7,255,248,18
b829f102210241,1583342654,97,2,251,102,246,128,251,192,7,100,0,0
b829f102210241,1583342655,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342655,98,1,245,1,107,0,0,0,128,65,0,0
b829f102210645,1583342655,97,6,255,0,197,220,34,172,34,193,254,70,0,8,18
b829f102210241,1583342656,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342656,98,1,245,1,107,0,0,0,128,209,0,0
b829f102210645,1583342656,97,6,255,0,196,220,34,129,34,172,254,70,255,248,18
b829f102210645,1583342657,97,6,255,0,197,220,34,129,34,172,254,7,0,4,18
b829f102210241,1583342657,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342657,98,1,245,1,107,0,0,0,128,113,190,64
b829f1032201f5b5,1583342658,98,1,245,1,107,0,0,0,128,65,0,0
b829f102210645,1583342658,97,6,255,0,197,220,34,129,34,172,254,70,0,4,18
b829f102210241,1583342658,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342659,98,1,245,1,107,0,0,0,128,225,0,0
b829f102210645,1583342659,97,6,22,0,197,220,34,65,34,129,254,70,255,252,18
b829f102210241,1583342659,97,2,251,102,246,128,251,192,7,100,0,0
b829f102210241,1583342660,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342660,98,1,245,1,107,0,0,0,128,113,190,64
b829f102210645,1583342660,97,6,255,0,197,220,34,44,34,108,254,7,0,12,17
b829f102210645,1583342661,97,6,255,0,197,220,34,23,34,87,254,70,0,4,17
b829f102210241,1583342661,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342661,98,1,245,1,107,0,0,0,128,17,0,0
b829f102210645,1583342662,97,6,255,0,197,220,34,2,34,65,254,70,0,4,18
b829f102210241,1583342662,97,2,251,102,246,128,251,192,7,100,0,0
b829f1032201f5b5,1583342662,98,1,245,1,107,0,0,0,128,161,0,0
b829f1032201f5b5,1583342663,98,1,245,1,107,0,0,0,128,113,190,64
b829f102210645,1583342663,97,6,255,0,197,220,33,236,34,65,254,70,0,4,18
b829f102210241,1583342663,97,2,251,102,246,128,251,192,7,100,0,0
