timestamp,temperature
1583342642,-0.7
1583342643,-0.7
1583342644,-0.7
1583342645,-0.7
1583342646,-0.7
1583342647,14.81
1583342648,67.72
1583342649,88.76
1583342650,91.73
1583342651,90.67
1583342652,90.46
1583342653,89.82
1583342654,89.39
1583342655,88.76
1583342656,88.33
1583342657,88.33
1583342658,88.33
1583342659,87.69
1583342660,87.69
1583342661,87.27
1583342662,87.06
1583342663,86.84
